"images/legends/ada_atlantean_black.png","ada","atlantean","black",NULL\
"images/legends/ada_atlantean_blue.png","ada","atlantean","blue",NULL\
"images/legends/ada_atlantean_brown.png","ada","atlantean","brown",NULL\
"images/legends/ada_atlantean_classic.png","ada","atlantean","classic",NULL\
"images/legends/ada_atlantean_communitycolor(cc).png","ada","atlantean","communitycolor(cc)",NULL\
"images/legends/ada_atlantean_cyan.png","ada","atlantean","cyan",NULL\
"images/legends/ada_atlantean_green.png","ada","atlantean","green",NULL\
"images/legends/ada_atlantean_grey.png","ada","atlantean","grey",NULL\
"images/legends/ada_atlantean_haunting.png","ada","atlantean","haunting",NULL\
"images/legends/ada_atlantean_heatwave.png","ada","atlantean","heatwave",NULL\
"images/legends/ada_atlantean_hometeam.png","ada","atlantean","hometeam",NULL\
"images/legends/ada_atlantean_lovestruck.png","ada","atlantean","lovestruck",NULL\
"images/legends/ada_atlantean_orange.png","ada","atlantean","orange",NULL\
"images/legends/ada_atlantean_pink.png","ada","atlantean","pink",NULL\
"images/legends/ada_atlantean_purple.png","ada","atlantean","purple",NULL\
"images/legends/ada_atlantean_red.png","ada","atlantean","red",NULL\
"images/legends/ada_atlantean_skyforged.png","ada","atlantean","skyforged",NULL\
"images/legends/ada_atlantean_sunset.png","ada","atlantean","sunset",NULL\
"images/legends/ada_atlantean_white.png","ada","atlantean","white",NULL\
"images/legends/ada_atlantean_winterholiday.png","ada","atlantean","winterholiday",NULL\
"images/legends/ada_atlantean_yellow.png","ada","atlantean","yellow",NULL\
"images/legends/ada_base_black.png","ada","base","black",NULL\
"images/legends/ada_base_blue.png","ada","base","blue",NULL\
"images/legends/ada_base_brown.png","ada","base","brown",NULL\
"images/legends/ada_base_classic.png","ada","base","classic",NULL\
"images/legends/ada_base_communitycolor(cc).png","ada","base","communitycolor(cc)",NULL\
"images/legends/ada_base_cyan.png","ada","base","cyan",NULL\
"images/legends/ada_base_green.png","ada","base","green",NULL\
"images/legends/ada_base_grey.png","ada","base","grey",NULL\
"images/legends/ada_base_haunting.png","ada","base","haunting",NULL\
"images/legends/ada_base_heatwave.png","ada","base","heatwave",NULL\
"images/legends/ada_base_hometeam.png","ada","base","hometeam",NULL\
"images/legends/ada_base_lovestruck.png","ada","base","lovestruck",NULL\
"images/legends/ada_base_orange.png","ada","base","orange",NULL\
"images/legends/ada_base_pink.png","ada","base","pink",NULL\
"images/legends/ada_base_purple.png","ada","base","purple",NULL\
"images/legends/ada_base_red.png","ada","base","red",NULL\
"images/legends/ada_base_skyforged.png","ada","base","skyforged",NULL\
"images/legends/ada_base_sunset.png","ada","base","sunset",NULL\
"images/legends/ada_base_white.png","ada","base","white",NULL\
"images/legends/ada_base_winterholiday.png","ada","base","winterholiday",NULL\
"images/legends/ada_base_yellow.png","ada","base","yellow",NULL\
